<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.19,0.42,0.61,0.01,0.0,0.0,0.0,1207,0.01,0.0,2000,1,6,24.3125
0.04,0.15,0.26,0.21,0.09,0.04,0.02,1440,0.08,0.02,2000,1,38,167.0
0.04,0.15,0.26,0.2,0.1,0.04,0.02,1433,0.08,0.02,2000,1,37,167.875
0.04,0.15,0.27,0.19,0.09,0.04,0.02,1447,0.08,0.02,2000,1,36,166.125
0.04,0.14,0.25,0.2,0.1,0.04,0.03,1409,0.09,0.02,2000,1,40,177.875
0.04,0.15,0.26,0.2,0.09,0.04,0.02,1440,0.08,0.02,2000,1,38,168.75
0.05,0.15,0.25,0.19,0.09,0.03,0.02,1440,0.08,0.02,2000,1,39,162.625
0.05,0.15,0.26,0.19,0.09,0.03,0.02,1418,0.08,0.02,2000,1,40,160.75
0.06,0.17,0.26,0.18,0.08,0.03,0.02,1480,0.08,0.02,2000,1,36,152.25
0.04,0.15,0.25,0.18,0.09,0.04,0.02,1489,0.08,0.02,2000,1,37,159.25
0.06,0.13,0.22,0.2,0.09,0.04,0.02,1443,0.09,0.02,2000,1,41,170.0
0.04,0.14,0.25,0.2,0.09,0.04,0.02,1484,0.08,0.02,2000,1,40,166.625
0.05,0.15,0.25,0.21,0.09,0.04,0.02,1442,0.09,0.02,2000,1,44,170.0
0.05,0.15,0.26,0.21,0.09,0.04,0.02,1477,0.08,0.02,2000,1,40,165.0
0.04,0.15,0.23,0.2,0.09,0.04,0.02,1481,0.08,0.02,2000,1,41,163.0
0.05,0.13,0.24,0.19,0.09,0.04,0.02,1508,0.08,0.02,2000,1,41,159.5
0.05,0.15,0.26,0.18,0.08,0.03,0.02,1550,0.08,0.02,2000,1,41,153.875
0.05,0.14,0.24,0.18,0.09,0.03,0.02,1510,0.08,0.02,2000,1,41,159.75
0.05,0.16,0.26,0.18,0.08,0.03,0.02,1514,0.08,0.02,2000,1,40,156.875
0.06,0.17,0.26,0.18,0.08,0.03,0.02,1532,0.08,0.02,2000,1,39,154.625
0.06,0.17,0.27,0.17,0.08,0.03,0.02,1579,0.07,0.02,2000,1,38,148.875
0.06,0.16,0.26,0.17,0.08,0.03,0.02,1565,0.07,0.02,2000,1,36,149.875
0.05,0.14,0.25,0.16,0.08,0.03,0.02,1567,0.07,0.02,2000,1,36,147.5
0.05,0.14,0.25,0.17,0.08,0.04,0.02,1550,0.07,0.02,2000,1,38,147.625
0.05,0.18,0.28,0.17,0.08,0.03,0.02,1534,0.07,0.02,2000,1,33,147.75
0.05,0.16,0.25,0.17,0.07,0.03,0.02,1535,0.07,0.02,2000,1,37,147.25
0.06,0.16,0.26,0.18,0.07,0.04,0.02,1525,0.07,0.02,2000,1,34,145.5
0.06,0.16,0.27,0.18,0.07,0.03,0.02,1495,0.07,0.02,2000,1,36,147.625
0.06,0.16,0.26,0.17,0.08,0.03,0.02,1518,0.07,0.02,2000,1,32,145.375
0.06,0.16,0.26,0.16,0.07,0.03,0.02,1540,0.07,0.02,2000,1,32,138.75
0.06,0.18,0.29,0.16,0.07,0.03,0.02,1560,0.07,0.01,2000,1,29,135.625
0.06,0.18,0.29,0.16,0.07,0.03,0.02,1549,0.07,0.01,2000,1,30,138.375
0.06,0.16,0.26,0.16,0.07,0.03,0.02,1532,0.07,0.02,2000,1,32,144.125
0.06,0.18,0.29,0.15,0.07,0.03,0.02,1569,0.07,0.01,2000,1,30,138.5
0.07,0.18,0.29,0.14,0.06,0.03,0.02,1637,0.07,0.01,2000,1,26,131.625
0.08,0.21,0.33,0.14,0.06,0.04,0.02,1704,0.07,0.01,2000,1,23,131.25
0.08,0.21,0.34,0.13,0.06,0.04,0.02,1703,0.07,0.01,2000,1,22,132.125
0.07,0.2,0.31,0.13,0.07,0.04,0.02,1674,0.07,0.01,2000,1,24,133.75
0.08,0.2,0.31,0.14,0.07,0.04,0.02,1663,0.07,0.01,2000,1,26,135.25
0.07,0.2,0.31,0.14,0.07,0.04,0.02,1674,0.07,0.01,2000,1,25,137.75
0.17,0.45,0.63,0.02,0.01,0.0,0.0,1170,0.01,0.0,2000,1,6,29.890625
0.08,0.21,0.32,0.16,0.08,0.04,0.02,1674,0.07,0.01,2000,1,25,146.0
0.08,0.22,0.32,0.15,0.08,0.03,0.02,1751,0.07,0.01,2000,1,24,141.125
0.09,0.21,0.34,0.15,0.07,0.03,0.02,1768,0.07,0.01,2000,1,21,138.625
0.08,0.2,0.3,0.17,0.08,0.04,0.02,1632,0.07,0.01,2000,1,27,148.375
0.09,0.22,0.33,0.16,0.07,0.03,0.02,1734,0.07,0.01,2000,1,26,140.125
0.09,0.21,0.31,0.17,0.07,0.03,0.01,1802,0.07,0.01,2000,1,26,136.0
0.07,0.2,0.32,0.16,0.07,0.03,0.01,1869,0.07,0.01,2000,1,24,134.0
0.08,0.19,0.3,0.17,0.07,0.03,0.02,1874,0.07,0.01,2000,1,26,140.125
0.08,0.23,0.36,0.16,0.07,0.03,0.01,2083,0.06,0.01,2000,1,21,129.375
0.09,0.24,0.37,0.15,0.07,0.03,0.01,2233,0.06,0.01,2000,1,19,122.0
0.07,0.18,0.3,0.15,0.07,0.03,0.01,2128,0.06,0.01,2000,1,24,128.375
0.08,0.2,0.32,0.13,0.06,0.03,0.01,2146,0.06,0.01,2000,1,24,120.4375
0.07,0.2,0.32,0.14,0.06,0.02,0.01,2075,0.06,0.01,2000,1,27,124.9375
0.08,0.2,0.31,0.13,0.06,0.03,0.01,2156,0.06,0.01,2000,1,25,119.6875
0.07,0.18,0.3,0.13,0.05,0.02,0.01,2142,0.06,0.01,2000,1,28,116.375
0.07,0.18,0.29,0.13,0.05,0.02,0.01,2229,0.06,0.01,2000,1,29,118.5
0.07,0.17,0.28,0.13,0.05,0.02,0.01,2153,0.06,0.01,2000,1,30,118.3125
0.06,0.16,0.27,0.13,0.06,0.02,0.01,2103,0.06,0.02,2000,1,32,119.6875
0.05,0.15,0.26,0.14,0.06,0.02,0.02,2037,0.06,0.02,2000,1,35,123.25
0.06,0.16,0.25,0.13,0.05,0.02,0.01,1981,0.06,0.02,2000,1,35,120.6875
0.05,0.14,0.23,0.14,0.05,0.02,0.01,1963,0.06,0.02,2000,1,37,120.8125
0.05,0.13,0.21,0.14,0.05,0.03,0.01,1910,0.06,0.02,2000,1,40,123.625
0.05,0.14,0.24,0.14,0.05,0.02,0.01,1940,0.06,0.02,2000,1,37,121.5625
0.06,0.15,0.24,0.14,0.05,0.02,0.01,1970,0.06,0.02,2000,1,36,119.375
0.06,0.16,0.26,0.12,0.05,0.02,0.01,2077,0.06,0.02,2000,1,35,112.25
0.07,0.19,0.3,0.11,0.04,0.02,0.01,2213,0.05,0.01,2000,1,29,107.3125
0.07,0.21,0.33,0.1,0.04,0.02,0.01,2595,0.05,0.01,2000,1,21,92.375
0.07,0.19,0.29,0.11,0.05,0.02,0.01,2324,0.05,0.01,2000,1,30,108.625
0.09,0.22,0.35,0.1,0.04,0.01,0.01,2773,0.05,0.01,2000,1,21,92.3125
0.1,0.24,0.37,0.11,0.04,0.01,0.01,2854,0.04,0.01,2000,1,19,89.625
0.08,0.23,0.36,0.1,0.03,0.01,0.01,3013,0.04,0.01,2000,1,20,86.375
0.06,0.17,0.28,0.12,0.05,0.02,0.01,2625,0.05,0.02,2000,1,31,109.0625
0.08,0.19,0.31,0.12,0.04,0.02,0.01,2698,0.05,0.01,2000,1,28,103.0
0.07,0.18,0.29,0.12,0.04,0.02,0.01,2761,0.05,0.01,2000,1,28,102.0
0.07,0.19,0.29,0.12,0.04,0.02,0.01,2767,0.05,0.01,2000,1,27,101.5625
0.06,0.17,0.28,0.12,0.04,0.01,0.01,2670,0.05,0.01,2000,1,30,99.875
