<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.42,0.61,0.01,0.0,0.0,0.0,1196,0.01,0.0,3000,1,6,28.078125
0.04,0.14,0.25,0.15,0.05,0.02,0.01,1429,0.06,0.01,3000,1,40,178.625
0.04,0.14,0.25,0.15,0.06,0.02,0.01,1422,0.06,0.01,3000,1,40,179.5
0.04,0.14,0.26,0.14,0.06,0.02,0.01,1436,0.06,0.01,3000,1,39,177.625
0.04,0.15,0.26,0.14,0.05,0.02,0.01,1434,0.06,0.01,3000,1,39,177.25
0.04,0.16,0.27,0.13,0.05,0.02,0.01,1465,0.06,0.01,3000,1,37,169.125
0.06,0.16,0.26,0.12,0.05,0.02,0.01,1464,0.05,0.01,3000,1,38,162.25
0.05,0.16,0.26,0.12,0.04,0.02,0.01,1442,0.05,0.01,3000,1,39,161.0
0.06,0.17,0.26,0.13,0.05,0.02,0.01,1410,0.06,0.01,3000,1,38,166.75
0.04,0.15,0.25,0.13,0.06,0.02,0.01,1419,0.06,0.01,3000,1,39,173.625
0.05,0.13,0.22,0.15,0.06,0.02,0.01,1375,0.06,0.01,3000,1,44,184.25
0.04,0.14,0.25,0.15,0.06,0.02,0.01,1412,0.06,0.01,3000,1,42,180.125
0.05,0.15,0.26,0.14,0.05,0.02,0.01,1467,0.06,0.01,3000,1,40,174.625
0.06,0.17,0.27,0.14,0.05,0.02,0.01,1502,0.06,0.01,3000,1,37,169.5
0.05,0.16,0.24,0.14,0.05,0.02,0.01,1508,0.06,0.01,3000,1,37,167.75
0.05,0.14,0.26,0.14,0.05,0.02,0.01,1535,0.06,0.01,3000,1,37,165.25
0.05,0.15,0.26,0.13,0.05,0.02,0.01,1538,0.05,0.01,3000,1,40,164.0
0.05,0.14,0.25,0.14,0.05,0.02,0.01,1500,0.06,0.01,3000,1,39,170.5
0.05,0.16,0.26,0.14,0.05,0.02,0.01,1506,0.06,0.01,3000,1,39,168.0
0.06,0.17,0.26,0.13,0.04,0.02,0.01,1521,0.06,0.01,3000,1,39,166.875
0.06,0.16,0.26,0.13,0.04,0.02,0.01,1561,0.05,0.01,3000,1,38,161.625
0.05,0.15,0.25,0.13,0.04,0.02,0.01,1514,0.06,0.01,3000,1,37,166.25
0.04,0.14,0.24,0.12,0.05,0.02,0.01,1520,0.05,0.01,3000,1,36,162.75
0.05,0.14,0.25,0.12,0.04,0.02,0.01,1509,0.05,0.01,3000,1,38,162.125
0.05,0.17,0.27,0.13,0.05,0.02,0.01,1519,0.05,0.01,3000,1,34,161.375
0.05,0.15,0.25,0.12,0.05,0.02,0.01,1520,0.05,0.01,3000,1,38,159.5
0.06,0.16,0.26,0.13,0.05,0.02,0.01,1511,0.05,0.01,3000,1,35,157.625
0.06,0.16,0.26,0.12,0.04,0.02,0.01,1483,0.05,0.01,3000,1,37,158.875
0.06,0.16,0.26,0.12,0.04,0.02,0.01,1530,0.05,0.01,3000,1,33,153.25
0.06,0.16,0.26,0.11,0.04,0.02,0.01,1558,0.05,0.01,3000,1,32,147.625
0.07,0.18,0.29,0.11,0.04,0.02,0.01,1588,0.05,0.01,3000,1,29,144.375
0.06,0.18,0.29,0.11,0.05,0.02,0.01,1566,0.05,0.01,3000,1,31,146.375
0.06,0.15,0.26,0.11,0.05,0.02,0.01,1528,0.05,0.01,3000,1,33,155.125
0.06,0.18,0.29,0.11,0.04,0.02,0.01,1567,0.05,0.01,3000,1,31,149.875
0.07,0.18,0.29,0.1,0.04,0.02,0.01,1642,0.05,0.01,3000,1,26,143.125
0.08,0.21,0.33,0.1,0.04,0.02,0.01,1709,0.05,0.01,3000,1,23,142.625
0.08,0.21,0.33,0.1,0.05,0.02,0.01,1716,0.05,0.01,3000,1,24,145.625
0.08,0.2,0.31,0.1,0.04,0.02,0.01,1710,0.05,0.01,3000,1,25,142.375
0.08,0.19,0.31,0.1,0.04,0.02,0.01,1723,0.05,0.01,3000,1,26,139.5
0.07,0.19,0.31,0.11,0.05,0.02,0.01,1737,0.05,0.01,3000,1,26,142.625
0.17,0.44,0.61,0.01,0.0,0.0,0.0,1172,0.01,0.0,3000,1,6,31.171875
0.08,0.21,0.31,0.12,0.05,0.02,0.01,1689,0.05,0.01,3000,1,25,153.0
0.08,0.21,0.32,0.12,0.05,0.02,0.01,1729,0.05,0.01,3000,1,23,151.875
0.09,0.2,0.33,0.12,0.05,0.02,0.01,1745,0.05,0.01,3000,1,22,151.5
0.08,0.19,0.3,0.12,0.05,0.02,0.01,1662,0.05,0.01,3000,1,27,157.875
0.09,0.22,0.33,0.12,0.05,0.02,0.01,1792,0.05,0.01,3000,1,25,144.75
0.08,0.21,0.31,0.12,0.04,0.01,0.01,1854,0.05,0.01,3000,1,26,141.125
0.07,0.2,0.32,0.12,0.04,0.01,0.01,1903,0.05,0.01,3000,1,24,139.25
