<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.42,0.6,0.2,0.08,0.03,0.01,1165,0.08,0.02,250,1,6,20.734375
0.04,0.13,0.24,0.6,0.42,0.29,0.22,1398,0.35,0.17,250,1,42,87.3125
0.04,0.13,0.24,0.6,0.42,0.29,0.22,1405,0.35,0.16,250,1,41,87.0
0.04,0.14,0.25,0.59,0.41,0.28,0.22,1421,0.34,0.16,250,1,39,85.0625
0.04,0.15,0.26,0.57,0.4,0.27,0.2,1453,0.33,0.15,250,1,38,81.5625
0.04,0.16,0.27,0.57,0.39,0.26,0.19,1483,0.32,0.14,250,1,36,79.6875
0.05,0.16,0.26,0.57,0.39,0.26,0.19,1484,0.32,0.14,250,1,35,79.6875
0.05,0.16,0.26,0.58,0.4,0.26,0.19,1462,0.32,0.14,250,1,36,80.6875
0.06,0.17,0.26,0.57,0.4,0.26,0.19,1453,0.32,0.14,250,1,36,80.5625
0.04,0.15,0.25,0.58,0.41,0.26,0.19,1462,0.32,0.15,250,1,38,81.1875
0.05,0.13,0.22,0.6,0.43,0.28,0.21,1418,0.34,0.16,250,1,41,85.875
0.04,0.14,0.25,0.59,0.41,0.28,0.22,1455,0.34,0.16,250,1,40,85.625
0.05,0.15,0.26,0.58,0.4,0.27,0.21,1493,0.34,0.16,250,1,39,83.9375
0.06,0.16,0.27,0.56,0.39,0.27,0.2,1528,0.33,0.14,250,1,36,81.875
0.05,0.15,0.24,0.56,0.4,0.27,0.2,1531,0.33,0.14,250,1,36,81.5625
0.05,0.14,0.25,0.57,0.39,0.26,0.19,1558,0.32,0.14,250,1,36,79.75
0.05,0.15,0.26,0.6,0.4,0.26,0.19,1533,0.32,0.17,250,1,42,81.0625
0.05,0.14,0.24,0.6,0.41,0.27,0.2,1495,0.33,0.17,250,1,42,83.125
0.05,0.15,0.25,0.6,0.41,0.26,0.19,1520,0.33,0.16,250,1,41,81.875
0.06,0.17,0.25,0.59,0.4,0.26,0.18,1536,0.32,0.16,250,1,41,80.6875
0.05,0.16,0.27,0.57,0.39,0.25,0.18,1538,0.32,0.16,250,1,39,79.625
0.05,0.15,0.26,0.58,0.4,0.26,0.19,1519,0.32,0.15,250,1,38,79.75
0.04,0.14,0.24,0.58,0.39,0.25,0.18,1520,0.32,0.15,250,1,38,79.0
0.05,0.14,0.25,0.59,0.4,0.26,0.19,1508,0.32,0.16,250,1,39,79.75
0.05,0.17,0.28,0.54,0.37,0.24,0.18,1595,0.3,0.12,250,1,30,75.875
0.06,0.16,0.26,0.56,0.37,0.24,0.17,1599,0.3,0.14,250,1,35,75.9375
0.06,0.17,0.27,0.54,0.36,0.24,0.18,1592,0.3,0.13,250,1,33,76.0
0.07,0.16,0.28,0.55,0.38,0.25,0.19,1561,0.31,0.14,250,1,34,77.25
0.05,0.15,0.25,0.56,0.38,0.26,0.18,1546,0.31,0.14,250,1,34,78.1875
0.05,0.15,0.25,0.56,0.38,0.24,0.17,1564,0.31,0.14,250,1,34,76.875
0.06,0.17,0.28,0.54,0.37,0.25,0.17,1601,0.3,0.13,250,1,32,75.375
0.06,0.17,0.28,0.54,0.36,0.24,0.17,1591,0.3,0.14,250,1,34,74.0
0.06,0.16,0.27,0.54,0.35,0.23,0.17,1541,0.29,0.12,250,1,31,73.375
0.06,0.18,0.29,0.53,0.34,0.21,0.16,1581,0.28,0.12,250,1,29,70.125
0.07,0.18,0.3,0.5,0.31,0.2,0.15,1647,0.27,0.1,250,1,26,66.4375
0.09,0.21,0.33,0.47,0.31,0.19,0.15,1710,0.26,0.09,250,1,22,63.84375
0.08,0.21,0.33,0.48,0.31,0.19,0.14,1738,0.26,0.09,250,1,23,64.125
0.08,0.2,0.31,0.49,0.3,0.19,0.14,1724,0.25,0.1,250,1,25,63.3125
0.08,0.2,0.31,0.51,0.31,0.19,0.14,1713,0.26,0.1,250,1,26,64.4375
0.07,0.2,0.31,0.5,0.29,0.2,0.14,1729,0.26,0.1,250,1,26,64.3125
0.17,0.46,0.64,0.18,0.08,0.04,0.02,1107,0.08,0.02,250,1,5,20.171875
0.08,0.21,0.32,0.49,0.31,0.21,0.17,1647,0.27,0.1,250,1,24,67.875
0.08,0.21,0.32,0.49,0.32,0.21,0.16,1679,0.27,0.1,250,1,24,67.125
0.09,0.2,0.33,0.48,0.32,0.22,0.17,1683,0.28,0.09,250,1,23,69.5625
0.08,0.2,0.3,0.51,0.34,0.23,0.17,1682,0.29,0.11,250,1,27,71.625
0.09,0.22,0.33,0.5,0.34,0.23,0.17,1760,0.29,0.1,250,1,26,71.5
0.09,0.21,0.31,0.51,0.34,0.24,0.18,1811,0.29,0.11,250,1,27,72.6875
0.07,0.2,0.31,0.49,0.34,0.23,0.18,1869,0.29,0.1,250,1,24,71.375
0.08,0.2,0.31,0.5,0.33,0.23,0.18,1860,0.29,0.1,250,1,25,71.375
0.08,0.23,0.36,0.46,0.3,0.2,0.16,2031,0.26,0.08,250,1,21,65.625
0.09,0.24,0.37,0.44,0.29,0.19,0.15,2196,0.25,0.07,250,1,18,61.3125
0.07,0.18,0.3,0.48,0.31,0.2,0.15,2107,0.26,0.09,250,1,23,65.625
0.08,0.2,0.31,0.49,0.3,0.18,0.14,2179,0.25,0.1,250,1,24,63.4375
0.07,0.19,0.31,0.51,0.33,0.21,0.15,2098,0.27,0.11,250,1,27,67.5
0.08,0.19,0.31,0.5,0.32,0.2,0.14,2182,0.26,0.1,250,1,25,65.125
0.07,0.17,0.29,0.52,0.33,0.18,0.14,2132,0.26,0.11,250,1,28,65.1875
0.08,0.19,0.29,0.53,0.33,0.19,0.14,2167,0.26,0.12,250,1,29,65.5625
0.07,0.18,0.29,0.52,0.35,0.2,0.14,2113,0.27,0.12,250,1,30,67.125
0.06,0.17,0.28,0.54,0.35,0.2,0.14,2080,0.27,0.12,250,1,31,68.5625
0.05,0.16,0.27,0.55,0.36,0.21,0.14,2005,0.28,0.13,250,1,33,70.1875
0.06,0.16,0.26,0.58,0.38,0.21,0.14,1967,0.29,0.14,250,1,36,71.8125
0.05,0.14,0.23,0.59,0.38,0.21,0.15,1955,0.29,0.15,250,1,38,72.8125
0.05,0.14,0.22,0.61,0.38,0.22,0.14,1905,0.3,0.16,250,1,41,73.9375
0.06,0.15,0.24,0.59,0.38,0.21,0.15,1930,0.29,0.15,250,1,38,72.6875
0.05,0.14,0.23,0.59,0.38,0.21,0.15,1933,0.29,0.15,250,1,38,73.625
0.06,0.15,0.26,0.57,0.36,0.2,0.13,2049,0.28,0.15,250,1,37,69.0625
0.07,0.18,0.29,0.54,0.33,0.19,0.12,2184,0.26,0.12,250,1,31,65.125
0.07,0.21,0.33,0.47,0.28,0.16,0.1,2613,0.23,0.09,250,1,22,56.28125
0.07,0.2,0.3,0.53,0.34,0.19,0.13,2325,0.26,0.12,250,1,29,65.375
0.09,0.22,0.35,0.46,0.28,0.16,0.11,2788,0.23,0.08,250,1,21,56.6875
0.1,0.24,0.37,0.44,0.28,0.17,0.12,2861,0.23,0.08,250,1,19,57.0
0.08,0.23,0.36,0.46,0.28,0.16,0.11,2994,0.23,0.08,250,1,20,56.34375
0.06,0.17,0.28,0.54,0.35,0.19,0.13,2609,0.27,0.13,250,1,32,66.4375
0.08,0.19,0.31,0.52,0.34,0.19,0.12,2709,0.26,0.12,250,1,29,65.25
0.07,0.18,0.29,0.53,0.32,0.18,0.12,2762,0.26,0.12,250,1,29,63.90625
0.07,0.19,0.29,0.52,0.32,0.19,0.13,2740,0.26,0.11,250,1,28,64.375
0.06,0.17,0.27,0.54,0.31,0.19,0.13,2695,0.26,0.12,250,1,30,64.875
0.07,0.18,0.27,0.55,0.34,0.2,0.14,2570,0.27,0.13,250,1,33,68.3125
0.06,0.18,0.28,0.53,0.31,0.18,0.13,2779,0.25,0.11,250,1,28,63.6875
0.07,0.18,0.29,0.5,0.3,0.18,0.13,2867,0.25,0.1,250,1,26,61.90625
0.15,0.39,0.6,0.15,0.04,0.02,0.01,1738,0.06,0.03,250,1,7,15.7890625
0.07,0.2,0.31,0.49,0.29,0.17,0.12,2649,0.24,0.1,250,1,25,59.6875
0.06,0.18,0.32,0.46,0.28,0.17,0.12,2960,0.24,0.08,250,1,21,59.25
0.07,0.18,0.3,0.48,0.29,0.17,0.12,2891,0.24,0.1,250,1,24,60.0
0.07,0.2,0.31,0.5,0.29,0.17,0.12,2893,0.24,0.1,250,1,25,60.0625
0.07,0.17,0.28,0.46,0.28,0.17,0.12,2984,0.23,0.09,250,1,22,58.75
0.07,0.19,0.34,0.41,0.25,0.15,0.11,3285,0.21,0.07,250,1,18,53.5
0.07,0.19,0.3,0.49,0.28,0.17,0.12,2911,0.24,0.1,250,1,25,59.46875
0.06,0.17,0.27,0.49,0.29,0.17,0.12,2866,0.24,0.1,250,1,25,60.65625
0.06,0.16,0.28,0.53,0.3,0.18,0.12,2770,0.25,0.11,250,1,28,62.375
0.06,0.16,0.27,0.53,0.29,0.17,0.13,2742,0.25,0.11,250,1,28,62.40625
0.06,0.16,0.27,0.51,0.28,0.17,0.13,2733,0.25,0.11,250,1,27,61.4375
0.05,0.15,0.27,0.47,0.28,0.17,0.13,2790,0.24,0.09,250,1,23,60.1875
0.06,0.17,0.27,0.51,0.29,0.18,0.13,2656,0.25,0.11,250,1,27,63.1875
0.06,0.16,0.26,0.53,0.31,0.19,0.14,2560,0.26,0.12,250,1,29,65.875
0.05,0.16,0.25,0.57,0.33,0.21,0.15,2481,0.28,0.13,250,1,33,69.5625
0.06,0.15,0.25,0.56,0.35,0.22,0.15,2449,0.29,0.14,250,1,34,71.4375
0.05,0.16,0.26,0.55,0.36,0.23,0.16,2447,0.29,0.13,250,1,33,72.625
0.06,0.17,0.28,0.51,0.34,0.22,0.15,2590,0.28,0.11,250,1,27,69.375
0.07,0.17,0.3,0.51,0.33,0.21,0.15,2625,0.27,0.1,250,1,26,68.3125
0.06,0.18,0.29,0.49,0.31,0.2,0.14,2756,0.26,0.1,250,1,25,64.9375
0.07,0.18,0.29,0.52,0.31,0.19,0.13,2724,0.26,0.11,250,1,27,63.84375
0.07,0.18,0.29,0.49,0.3,0.18,0.13,2809,0.25,0.09,250,1,23,61.4375
0.05,0.15,0.25,0.53,0.32,0.2,0.14,2648,0.27,0.12,250,1,29,67.1875
0.05,0.15,0.26,0.55,0.33,0.2,0.14,2657,0.27,0.12,250,1,30,68.25
0.06,0.15,0.26,0.52,0.31,0.19,0.14,2715,0.26,0.11,250,1,27,65.8125
0.06,0.17,0.27,0.47,0.29,0.17,0.12,2968,0.24,0.09,250,1,23,59.1875
0.05,0.16,0.27,0.48,0.27,0.15,0.1,3164,0.23,0.1,250,1,24,56.4375
0.05,0.16,0.27,0.48,0.26,0.15,0.11,3289,0.23,0.1,250,1,24,56.78125
0.06,0.17,0.27,0.47,0.27,0.16,0.11,3257,0.23,0.09,250,1,23,57.6875
0.07,0.17,0.27,0.5,0.29,0.16,0.11,3170,0.24,0.1,250,1,26,59.1875
0.06,0.16,0.27,0.54,0.32,0.18,0.12,3060,0.25,0.12,250,1,29,63.28125
0.06,0.19,0.3,0.47,0.28,0.16,0.1,3400,0.23,0.09,250,1,23,57.625
0.07,0.17,0.28,0.49,0.3,0.17,0.11,3026,0.24,0.1,250,1,24,60.0625
0.07,0.19,0.31,0.46,0.26,0.15,0.1,2799,0.22,0.09,250,1,22,55.5625
0.07,0.19,0.32,0.44,0.26,0.16,0.11,2534,0.22,0.08,250,1,19,55.40625
0.08,0.21,0.36,0.42,0.24,0.15,0.1,3008,0.21,0.07,250,1,17,52.09375
0.07,0.19,0.3,0.51,0.28,0.16,0.12,3060,0.23,0.1,250,1,26,58.65625
0.07,0.19,0.33,0.45,0.26,0.15,0.1,3515,0.22,0.08,250,1,21,54.75
0.07,0.17,0.28,0.5,0.29,0.17,0.12,3295,0.24,0.1,250,1,26,60.65625
0.11,0.32,0.54,0.16,0.07,0.04,0.02,1565,0.08,0.04,250,1,9,21.09375
0.06,0.16,0.3,0.49,0.31,0.19,0.13,2877,0.25,0.1,250,1,24,63.0
0.06,0.17,0.3,0.5,0.33,0.2,0.13,2743,0.26,0.1,250,1,25,65.625
0.05,0.14,0.27,0.52,0.33,0.19,0.13,2719,0.26,0.11,250,1,28,66.0
0.06,0.17,0.3,0.49,0.3,0.18,0.13,2840,0.25,0.1,250,1,24,62.3125
0.06,0.17,0.3,0.48,0.31,0.2,0.14,2720,0.26,0.09,250,1,23,64.0625
0.08,0.2,0.39,0.42,0.25,0.16,0.11,3112,0.22,0.06,250,1,16,54.3125
0.07,0.19,0.31,0.48,0.27,0.16,0.12,2793,0.23,0.09,250,1,23,58.4375
0.06,0.18,0.34,0.41,0.24,0.14,0.11,3145,0.21,0.07,250,1,18,52.8125
0.06,0.15,0.28,0.48,0.28,0.17,0.12,2788,0.24,0.09,250,1,23,59.59375
0.07,0.21,0.38,0.42,0.26,0.16,0.11,3094,0.22,0.07,250,1,17,55.0625
0.06,0.16,0.3,0.51,0.33,0.19,0.13,2707,0.26,0.11,250,1,27,64.8125
0.06,0.18,0.28,0.52,0.35,0.19,0.13,2622,0.26,0.11,250,1,28,65.3125
0.06,0.16,0.26,0.57,0.34,0.18,0.12,2539,0.26,0.13,250,1,33,66.1875
0.07,0.18,0.28,0.51,0.3,0.18,0.12,2712,0.25,0.1,250,1,26,61.6875
0.06,0.17,0.27,0.55,0.36,0.21,0.14,2395,0.28,0.14,250,1,35,69.1875
0.06,0.18,0.28,0.52,0.31,0.19,0.13,2618,0.26,0.11,250,1,27,64.0
0.08,0.2,0.32,0.47,0.27,0.17,0.13,2764,0.24,0.09,250,1,22,59.15625
0.08,0.2,0.31,0.51,0.29,0.18,0.13,2521,0.25,0.11,250,1,28,62.6875
0.08,0.24,0.41,0.4,0.25,0.15,0.12,2785,0.21,0.06,250,1,15,53.71875
0.07,0.22,0.34,0.47,0.3,0.19,0.14,2278,0.25,0.09,250,1,22,62.96875
0.07,0.18,0.3,0.52,0.35,0.22,0.17,1933,0.29,0.11,250,1,28,71.5625
0.05,0.15,0.28,0.53,0.35,0.23,0.18,1782,0.3,0.12,250,1,30,74.0625
0.07,0.18,0.35,0.51,0.32,0.22,0.17,1856,0.28,0.1,250,1,26,70.0
0.04,0.13,0.24,0.57,0.38,0.27,0.21,1553,0.33,0.14,250,1,36,82.5625
