<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.19,0.42,0.61,0.1,0.03,0.01,0.01,1163,0.04,0.01,500,1,6,21.359375
0.04,0.14,0.24,0.47,0.29,0.18,0.13,1393,0.24,0.08,500,1,41,119.8125
0.04,0.13,0.24,0.46,0.28,0.17,0.13,1386,0.24,0.08,500,1,41,119.4375
0.04,0.14,0.25,0.45,0.28,0.17,0.13,1399,0.23,0.08,500,1,39,116.6875
0.04,0.15,0.26,0.45,0.27,0.16,0.12,1428,0.22,0.08,500,1,38,112.375
0.04,0.16,0.27,0.44,0.26,0.15,0.11,1459,0.22,0.07,500,1,36,108.4375
0.05,0.16,0.26,0.44,0.26,0.14,0.11,1459,0.21,0.07,500,1,36,107.375
0.05,0.16,0.26,0.45,0.27,0.15,0.11,1436,0.22,0.07,500,1,37,108.5625
0.06,0.16,0.26,0.45,0.26,0.14,0.11,1466,0.21,0.08,500,1,38,107.4375
0.04,0.15,0.25,0.46,0.25,0.14,0.11,1476,0.22,0.08,500,1,39,108.4375
0.05,0.12,0.21,0.48,0.28,0.17,0.12,1397,0.23,0.09,500,1,44,117.4375
0.04,0.14,0.24,0.46,0.28,0.17,0.12,1435,0.24,0.09,500,1,43,117.625
0.05,0.15,0.25,0.46,0.29,0.18,0.13,1421,0.24,0.08,500,1,42,119.3125
0.06,0.16,0.26,0.45,0.28,0.17,0.12,1456,0.23,0.08,500,1,38,115.6875
0.04,0.15,0.23,0.46,0.28,0.17,0.12,1460,0.23,0.08,500,1,39,114.875
0.05,0.13,0.24,0.44,0.27,0.16,0.12,1487,0.23,0.08,500,1,40,112.9375
0.05,0.16,0.27,0.45,0.26,0.15,0.11,1575,0.22,0.08,500,1,39,108.5
0.05,0.15,0.26,0.44,0.26,0.16,0.12,1536,0.22,0.08,500,1,38,111.125
0.05,0.16,0.27,0.44,0.26,0.15,0.12,1544,0.22,0.08,500,1,38,109.75
0.06,0.17,0.27,0.44,0.26,0.15,0.11,1561,0.21,0.07,500,1,37,107.1875
0.05,0.16,0.27,0.43,0.25,0.15,0.11,1567,0.21,0.08,500,1,38,106.8125
0.05,0.15,0.26,0.43,0.26,0.14,0.11,1546,0.21,0.07,500,1,36,107.125
0.04,0.14,0.24,0.43,0.24,0.14,0.11,1551,0.21,0.07,500,1,36,105.75
0.05,0.14,0.25,0.43,0.26,0.14,0.1,1538,0.21,0.08,500,1,38,105.75
0.05,0.17,0.27,0.43,0.25,0.14,0.11,1540,0.21,0.07,500,1,34,104.0625
0.05,0.15,0.25,0.44,0.25,0.14,0.1,1543,0.21,0.08,500,1,39,103.875
0.06,0.16,0.26,0.43,0.25,0.14,0.1,1530,0.21,0.07,500,1,35,104.0625
0.06,0.16,0.26,0.43,0.26,0.15,0.1,1500,0.21,0.07,500,1,37,105.9375
0.06,0.16,0.26,0.42,0.25,0.14,0.1,1528,0.21,0.06,500,1,32,103.4375
0.06,0.16,0.26,0.4,0.24,0.13,0.09,1549,0.2,0.06,500,1,32,99.5625
0.07,0.18,0.3,0.39,0.23,0.13,0.09,1594,0.19,0.06,500,1,28,94.6875
0.07,0.18,0.29,0.4,0.23,0.13,0.09,1585,0.19,0.06,500,1,29,95.6875
0.06,0.16,0.27,0.4,0.23,0.13,0.1,1527,0.2,0.06,500,1,31,98.4375
0.06,0.18,0.29,0.39,0.22,0.13,0.09,1562,0.19,0.06,500,1,29,94.125
0.07,0.18,0.3,0.35,0.21,0.12,0.09,1630,0.18,0.05,500,1,25,89.0
0.08,0.21,0.34,0.35,0.19,0.12,0.08,1700,0.17,0.04,500,1,21,85.125
0.08,0.2,0.32,0.36,0.2,0.12,0.08,1726,0.17,0.05,500,1,24,87.1875
0.07,0.19,0.3,0.36,0.2,0.12,0.09,1705,0.18,0.05,500,1,26,87.8125
0.08,0.19,0.3,0.36,0.2,0.12,0.1,1700,0.18,0.05,500,1,26,90.1875
0.07,0.19,0.3,0.34,0.21,0.13,0.1,1715,0.18,0.05,500,1,26,90.6875
0.16,0.44,0.62,0.11,0.04,0.01,0.01,1154,0.05,0.01,500,1,6,22.90625
0.08,0.2,0.31,0.35,0.21,0.14,0.11,1674,0.19,0.05,500,1,25,94.9375
0.08,0.21,0.32,0.36,0.21,0.13,0.11,1713,0.19,0.05,500,1,24,93.3125
0.08,0.2,0.33,0.35,0.21,0.13,0.1,1712,0.19,0.04,500,1,22,93.0625
0.08,0.19,0.3,0.38,0.24,0.14,0.11,1651,0.2,0.06,500,1,28,100.375
0.09,0.21,0.33,0.38,0.23,0.14,0.11,1754,0.2,0.05,500,1,26,98.9375
0.09,0.21,0.31,0.38,0.23,0.14,0.1,1812,0.2,0.05,500,1,27,98.1875
0.07,0.2,0.32,0.37,0.23,0.14,0.11,1861,0.2,0.05,500,1,24,98.1875
0.08,0.2,0.31,0.36,0.23,0.14,0.1,1877,0.19,0.05,500,1,26,97.25
0.08,0.23,0.36,0.34,0.2,0.13,0.1,2034,0.18,0.04,500,1,21,91.3125
0.09,0.24,0.37,0.32,0.19,0.12,0.09,2189,0.17,0.04,500,1,18,84.375
0.07,0.18,0.3,0.35,0.2,0.13,0.09,2100,0.18,0.05,500,1,24,89.375
0.08,0.21,0.32,0.34,0.18,0.11,0.09,2205,0.17,0.05,500,1,23,84.375
0.07,0.2,0.33,0.36,0.2,0.11,0.08,2125,0.17,0.05,500,1,25,86.4375
0.08,0.2,0.32,0.35,0.19,0.1,0.08,2200,0.17,0.05,500,1,24,82.875
0.07,0.18,0.3,0.36,0.18,0.11,0.08,2165,0.17,0.05,500,1,27,83.1875
0.08,0.19,0.3,0.37,0.19,0.11,0.08,2167,0.17,0.06,500,1,28,85.0
0.07,0.18,0.29,0.38,0.2,0.11,0.08,2133,0.17,0.06,500,1,29,85.6875
0.06,0.16,0.27,0.39,0.2,0.11,0.08,2091,0.18,0.06,500,1,31,87.8125
0.05,0.15,0.27,0.41,0.21,0.11,0.08,2021,0.18,0.07,500,1,33,90.5625
0.06,0.16,0.26,0.43,0.22,0.11,0.08,1953,0.18,0.07,500,1,36,91.5
0.05,0.14,0.23,0.43,0.21,0.11,0.07,1945,0.18,0.08,500,1,38,91.6875
0.05,0.13,0.21,0.44,0.22,0.1,0.07,1880,0.19,0.08,500,1,42,93.25
0.05,0.15,0.24,0.43,0.21,0.1,0.07,1912,0.18,0.08,500,1,39,91.0
0.05,0.14,0.23,0.43,0.22,0.11,0.08,1908,0.19,0.07,500,1,37,92.6875
0.06,0.16,0.26,0.42,0.2,0.1,0.07,2030,0.17,0.07,500,1,36,86.375
0.07,0.18,0.3,0.37,0.18,0.09,0.07,2169,0.16,0.06,500,1,29,81.4375
0.07,0.22,0.33,0.32,0.15,0.08,0.06,2616,0.14,0.04,500,1,21,69.375
0.07,0.19,0.29,0.39,0.19,0.1,0.07,2351,0.17,0.06,500,1,29,83.1875
0.09,0.22,0.35,0.32,0.16,0.09,0.06,2795,0.14,0.04,500,1,21,72.375
