<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.42,0.6,0.38,0.19,0.1,0.06,1190,0.17,0.06,100,1,6,16.953125
0.04,0.14,0.25,0.74,0.59,0.45,0.37,1422,0.5,0.39,100,1,39,50.25
0.04,0.14,0.25,0.74,0.58,0.45,0.37,1415,0.5,0.38,100,1,38,50.09375
0.04,0.14,0.26,0.73,0.57,0.44,0.36,1429,0.49,0.37,100,1,37,49.5
0.04,0.15,0.26,0.73,0.57,0.45,0.36,1434,0.5,0.39,100,1,39,49.59375
0.04,0.16,0.27,0.72,0.58,0.44,0.35,1465,0.49,0.37,100,1,37,48.8125
0.06,0.16,0.26,0.73,0.58,0.45,0.36,1447,0.49,0.39,100,1,39,49.4375
0.05,0.15,0.26,0.72,0.59,0.45,0.37,1447,0.5,0.4,100,1,40,50.15625
0.06,0.17,0.26,0.72,0.56,0.43,0.35,1492,0.48,0.35,100,1,35,48.0
0.04,0.15,0.25,0.73,0.57,0.44,0.34,1500,0.49,0.36,100,1,36,48.59375
0.06,0.13,0.22,0.76,0.59,0.45,0.37,1458,0.51,0.39,100,1,39,50.53125
0.04,0.14,0.25,0.74,0.58,0.44,0.36,1494,0.5,0.39,100,1,39,49.59375
0.05,0.15,0.26,0.72,0.58,0.45,0.37,1457,0.5,0.4,100,1,40,50.03125
0.06,0.16,0.27,0.72,0.57,0.44,0.36,1491,0.49,0.36,100,1,36,48.78125
0.05,0.15,0.24,0.75,0.56,0.45,0.36,1495,0.49,0.37,100,1,37,49.25
0.05,0.13,0.25,0.73,0.58,0.44,0.36,1508,0.49,0.39,100,1,39,49.3125
0.05,0.16,0.27,0.71,0.58,0.44,0.34,1575,0.48,0.38,100,1,38,48.09375
0.06,0.15,0.26,0.73,0.58,0.44,0.35,1537,0.49,0.38,100,1,38,48.8125
0.06,0.17,0.27,0.72,0.58,0.43,0.35,1566,0.49,0.38,100,1,38,48.5625
0.06,0.18,0.27,0.72,0.57,0.43,0.34,1583,0.48,0.37,100,1,37,48.125
0.05,0.17,0.27,0.71,0.56,0.43,0.34,1577,0.48,0.36,100,1,36,47.8125
0.05,0.15,0.26,0.72,0.57,0.43,0.34,1556,0.48,0.35,100,1,35,48.0
0.04,0.15,0.25,0.73,0.57,0.42,0.34,1571,0.48,0.35,100,1,35,47.65625
0.05,0.15,0.26,0.73,0.57,0.43,0.34,1559,0.48,0.36,100,1,36,47.90625
0.05,0.17,0.27,0.71,0.56,0.42,0.34,1535,0.48,0.34,100,1,34,47.59375
0.06,0.15,0.25,0.73,0.58,0.43,0.34,1537,0.48,0.38,100,1,38,48.125
0.06,0.16,0.26,0.72,0.56,0.42,0.34,1529,0.47,0.35,100,1,35,47.375
0.06,0.16,0.26,0.72,0.56,0.43,0.35,1498,0.48,0.37,100,1,37,48.09375
0.05,0.15,0.26,0.72,0.56,0.43,0.35,1545,0.48,0.34,100,1,34,48.0
0.05,0.15,0.26,0.72,0.56,0.42,0.35,1564,0.48,0.34,100,1,34,47.78125
0.06,0.17,0.29,0.7,0.53,0.41,0.33,1595,0.46,0.31,100,1,31,46.0
0.06,0.17,0.28,0.7,0.54,0.41,0.33,1586,0.46,0.34,100,1,34,46.25
0.06,0.15,0.26,0.73,0.55,0.4,0.32,1574,0.46,0.33,100,1,33,46.21875
0.06,0.17,0.28,0.7,0.54,0.4,0.31,1610,0.45,0.31,100,1,31,44.9375
0.07,0.18,0.29,0.69,0.51,0.36,0.28,1683,0.42,0.26,100,1,26,42.4375
0.08,0.21,0.32,0.66,0.48,0.36,0.28,1743,0.41,0.23,100,1,23,40.96875
0.08,0.21,0.33,0.65,0.48,0.36,0.28,1778,0.41,0.23,100,1,23,41.125
0.08,0.2,0.31,0.67,0.49,0.36,0.27,1755,0.41,0.24,100,1,24,40.9375
0.08,0.2,0.31,0.68,0.5,0.35,0.28,1750,0.42,0.26,100,1,26,41.65625
0.07,0.2,0.31,0.68,0.5,0.34,0.26,1724,0.41,0.25,100,1,25,40.59375
0.18,0.46,0.64,0.35,0.18,0.11,0.07,1089,0.17,0.05,100,1,5,16.75
0.08,0.21,0.32,0.67,0.5,0.35,0.29,1610,0.42,0.25,100,1,25,41.71875
0.08,0.22,0.33,0.66,0.49,0.37,0.28,1659,0.41,0.24,100,1,24,41.25
0.09,0.2,0.34,0.64,0.47,0.35,0.28,1663,0.41,0.22,100,1,22,41.0
0.07,0.2,0.3,0.68,0.52,0.38,0.31,1683,0.43,0.28,100,1,28,43.40625
0.09,0.22,0.33,0.66,0.5,0.38,0.3,1765,0.43,0.26,100,1,26,42.65625
0.09,0.21,0.32,0.67,0.51,0.37,0.3,1828,0.43,0.26,100,1,26,43.09375
0.07,0.2,0.32,0.67,0.49,0.36,0.29,1866,0.42,0.24,100,1,24,42.15625
0.08,0.2,0.31,0.68,0.5,0.37,0.3,1875,0.43,0.26,100,1,26,42.875
0.08,0.23,0.36,0.63,0.47,0.34,0.27,2058,0.4,0.21,100,1,21,39.84375
0.09,0.24,0.37,0.61,0.44,0.32,0.25,2191,0.38,0.18,100,1,18,37.8125
0.07,0.18,0.3,0.68,0.48,0.35,0.27,2118,0.41,0.24,100,1,24,41.09375
0.08,0.2,0.32,0.66,0.47,0.34,0.26,2170,0.4,0.23,100,1,23,39.75
0.07,0.2,0.33,0.66,0.5,0.36,0.29,2097,0.42,0.25,100,1,25,41.53125
0.08,0.2,0.31,0.66,0.49,0.36,0.27,2170,0.41,0.24,100,1,24,41.15625
0.07,0.18,0.3,0.69,0.51,0.36,0.28,2145,0.42,0.28,100,1,28,42.28125
0.08,0.19,0.29,0.69,0.53,0.38,0.29,2195,0.43,0.3,100,1,30,43.375
0.07,0.18,0.29,0.69,0.52,0.39,0.3,2139,0.44,0.3,100,1,30,44.0625
0.06,0.17,0.27,0.71,0.54,0.4,0.32,2081,0.45,0.32,100,1,32,45.375
0.05,0.15,0.26,0.72,0.56,0.41,0.32,2012,0.47,0.35,100,1,35,46.5625
0.06,0.17,0.26,0.72,0.57,0.42,0.32,2009,0.46,0.34,100,1,34,46.40625
0.06,0.15,0.24,0.75,0.58,0.42,0.32,1988,0.47,0.37,100,1,37,47.46875
0.05,0.14,0.22,0.76,0.6,0.43,0.33,1932,0.48,0.39,100,1,39,48.46875
0.06,0.15,0.25,0.74,0.58,0.42,0.32,1962,0.47,0.37,100,1,37,47.15625
0.06,0.14,0.23,0.75,0.59,0.43,0.33,1950,0.48,0.37,100,1,37,48.125
0.06,0.16,0.26,0.72,0.57,0.41,0.3,2079,0.46,0.36,100,1,36,45.84375
0.07,0.18,0.29,0.7,0.53,0.38,0.29,2211,0.43,0.3,100,1,30,43.40625
0.07,0.22,0.33,0.65,0.47,0.32,0.24,2645,0.38,0.21,100,1,21,38.0625
0.07,0.19,0.29,0.69,0.53,0.39,0.29,2343,0.44,0.3,100,1,30,43.59375
0.09,0.22,0.35,0.63,0.46,0.32,0.24,2789,0.38,0.21,100,1,21,38.0625
0.1,0.24,0.37,0.61,0.45,0.32,0.25,2895,0.38,0.19,100,1,19,37.59375
0.08,0.23,0.35,0.63,0.46,0.32,0.24,3009,0.38,0.21,100,1,21,38.125
0.06,0.17,0.28,0.71,0.54,0.39,0.3,2603,0.44,0.31,100,1,31,44.46875
0.08,0.19,0.32,0.67,0.52,0.38,0.3,2721,0.43,0.28,100,1,28,43.375
0.07,0.18,0.29,0.69,0.52,0.36,0.28,2782,0.42,0.28,100,1,28,42.125
0.07,0.19,0.3,0.69,0.51,0.35,0.27,2756,0.42,0.27,100,1,27,41.78125
