<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.19,0.42,0.61,0.13,0.03,0.01,0.01,1181,0.05,0.01,450,1,6,21.625
0.04,0.14,0.25,0.48,0.31,0.19,0.14,1436,0.25,0.09,450,1,40,113.75
0.04,0.14,0.25,0.48,0.3,0.19,0.14,1429,0.25,0.09,450,1,39,113.125
0.04,0.14,0.26,0.47,0.3,0.18,0.13,1440,0.25,0.08,450,1,38,110.5625
0.04,0.14,0.25,0.48,0.29,0.17,0.13,1419,0.24,0.09,450,1,39,108.4375
0.04,0.15,0.26,0.46,0.28,0.16,0.12,1449,0.23,0.08,450,1,37,104.8125
0.05,0.15,0.25,0.47,0.28,0.16,0.11,1450,0.23,0.08,450,1,37,103.9375
0.05,0.15,0.26,0.48,0.29,0.16,0.11,1428,0.23,0.09,450,1,39,105.125
0.06,0.18,0.27,0.45,0.28,0.16,0.12,1486,0.23,0.08,450,1,35,102.0625
0.05,0.16,0.26,0.46,0.28,0.16,0.12,1495,0.23,0.08,450,1,36,102.9375
0.06,0.14,0.23,0.48,0.3,0.18,0.13,1451,0.24,0.09,450,1,39,109.5
0.05,0.15,0.26,0.47,0.3,0.19,0.13,1488,0.24,0.09,450,1,39,109.8125
0.05,0.15,0.26,0.48,0.3,0.18,0.13,1485,0.25,0.09,450,1,41,110.8125
0.06,0.16,0.27,0.47,0.29,0.18,0.13,1520,0.24,0.08,450,1,38,107.5625
0.05,0.15,0.24,0.47,0.29,0.17,0.13,1525,0.24,0.09,450,1,39,106.9375
0.05,0.13,0.25,0.46,0.28,0.16,0.13,1552,0.23,0.08,450,1,38,105.125
0.05,0.15,0.26,0.47,0.27,0.16,0.13,1530,0.23,0.09,450,1,40,105.4375
0.05,0.14,0.24,0.48,0.3,0.17,0.13,1491,0.24,0.09,450,1,40,107.9375
0.05,0.16,0.26,0.47,0.28,0.17,0.13,1498,0.24,0.09,450,1,39,106.75
