<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.42,0.6,0.0,0.0,0.0,0.0,1172,0.01,0.0,5000,1,6,29.15625
0.04,0.14,0.24,0.1,0.03,0.01,0.0,1404,0.04,0.01,5000,1,39,188.375
0.04,0.14,0.24,0.1,0.03,0.01,0.0,1390,0.04,0.01,5000,1,39,190.25
0.04,0.14,0.25,0.1,0.03,0.01,0.0,1406,0.04,0.01,5000,1,38,187.875
0.04,0.14,0.25,0.09,0.03,0.01,0.0,1393,0.04,0.01,5000,1,41,189.75
0.04,0.15,0.26,0.08,0.03,0.01,0.01,1425,0.04,0.01,5000,1,38,184.125
0.05,0.15,0.25,0.08,0.02,0.01,0.01,1425,0.04,0.01,5000,1,39,177.875
0.05,0.15,0.26,0.08,0.02,0.01,0.01,1403,0.04,0.01,5000,1,40,178.0
0.05,0.16,0.26,0.08,0.02,0.01,0.01,1407,0.04,0.01,5000,1,38,180.125
0.04,0.14,0.25,0.09,0.03,0.01,0.01,1417,0.04,0.01,5000,1,40,185.625
0.05,0.13,0.21,0.09,0.03,0.01,0.0,1370,0.04,0.01,5000,1,44,194.25
0.04,0.13,0.25,0.1,0.03,0.01,0.0,1408,0.04,0.01,5000,1,42,189.75
0.05,0.16,0.27,0.09,0.02,0.01,0.0,1481,0.04,0.01,5000,1,37,182.0
0.06,0.17,0.27,0.09,0.02,0.01,0.0,1512,0.04,0.01,5000,1,35,176.875
0.05,0.16,0.24,0.09,0.03,0.01,0.0,1512,0.04,0.01,5000,1,36,176.0
0.05,0.14,0.26,0.08,0.02,0.01,0.0,1538,0.03,0.01,5000,1,36,173.25
0.05,0.15,0.26,0.08,0.03,0.01,0.01,1592,0.04,0.01,5000,1,41,187.5
0.05,0.15,0.25,0.09,0.03,0.01,0.01,1512,0.04,0.01,5000,1,40,196.875
0.05,0.16,0.25,0.09,0.03,0.01,0.01,1561,0.04,0.01,5000,1,40,193.5
0.05,0.17,0.26,0.08,0.03,0.02,0.01,1534,0.04,0.01,5000,1,39,196.125
0.06,0.17,0.27,0.08,0.03,0.01,0.01,1582,0.03,0.01,5000,1,37,173.625
0.05,0.15,0.26,0.08,0.03,0.01,0.01,1564,0.04,0.01,5000,1,35,176.5
0.04,0.15,0.25,0.08,0.02,0.01,0.01,1567,0.03,0.01,5000,1,36,172.125
0.05,0.14,0.25,0.08,0.02,0.01,0.01,1554,0.03,0.01,5000,1,37,171.625
0.05,0.17,0.27,0.07,0.02,0.01,0.01,1570,0.03,0.01,5000,1,33,167.5
0.05,0.15,0.24,0.07,0.02,0.01,0.01,1574,0.03,0.01,5000,1,38,165.125
0.06,0.16,0.25,0.07,0.02,0.01,0.01,1563,0.03,0.01,5000,1,34,164.125
0.06,0.16,0.26,0.07,0.03,0.01,0.01,1537,0.03,0.01,5000,1,37,164.0
0.05,0.16,0.26,0.07,0.02,0.01,0.0,1609,0.03,0.01,5000,1,33,160.25
0.06,0.15,0.26,0.06,0.02,0.01,0.01,1635,0.03,0.01,5000,1,33,155.375
0.06,0.17,0.29,0.06,0.02,0.01,0.01,1653,0.03,0.01,5000,1,31,153.25
0.06,0.17,0.28,0.07,0.02,0.01,0.01,1649,0.03,0.01,5000,1,32,153.125
0.06,0.15,0.26,0.08,0.03,0.01,0.01,1555,0.03,0.01,5000,1,34,174.25
0.06,0.18,0.29,0.07,0.03,0.01,0.01,1573,0.03,0.01,5000,1,31,163.875
0.07,0.18,0.29,0.06,0.02,0.01,0.01,1645,0.03,0.01,5000,1,26,157.375
0.08,0.21,0.33,0.06,0.03,0.01,0.0,1710,0.03,0.0,5000,1,22,152.125
