<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.41,0.6,0.17,0.06,0.02,0.01,1177,0.07,0.02,300,1,6,20.484375
0.04,0.14,0.25,0.56,0.38,0.25,0.19,1404,0.31,0.13,300,1,40,93.9375
0.04,0.14,0.25,0.56,0.38,0.25,0.18,1399,0.31,0.13,300,1,39,93.1875
0.04,0.14,0.25,0.55,0.37,0.24,0.18,1412,0.3,0.13,300,1,38,91.25
0.04,0.15,0.25,0.54,0.36,0.24,0.17,1432,0.3,0.13,300,1,39,89.6875
0.04,0.16,0.27,0.53,0.35,0.23,0.16,1463,0.29,0.12,300,1,36,87.25
0.05,0.16,0.26,0.53,0.35,0.23,0.16,1463,0.29,0.12,300,1,36,87.125
0.05,0.16,0.26,0.55,0.36,0.24,0.16,1441,0.29,0.13,300,1,38,88.25
0.06,0.17,0.26,0.54,0.37,0.23,0.16,1418,0.29,0.13,300,1,38,88.0625
0.04,0.15,0.25,0.55,0.36,0.23,0.17,1409,0.3,0.13,300,1,39,89.125
0.06,0.13,0.22,0.58,0.39,0.25,0.18,1361,0.32,0.15,300,1,44,95.125
0.04,0.14,0.25,0.56,0.38,0.26,0.19,1399,0.32,0.14,300,1,42,94.8125
0.05,0.15,0.26,0.54,0.36,0.25,0.18,1497,0.3,0.13,300,1,39,91.3125
0.06,0.16,0.27,0.53,0.35,0.24,0.18,1531,0.3,0.12,300,1,36,89.0
0.04,0.15,0.24,0.53,0.36,0.23,0.17,1535,0.3,0.12,300,1,36,88.5625
0.05,0.13,0.25,0.54,0.34,0.23,0.16,1561,0.29,0.12,300,1,37,86.9375
0.05,0.16,0.26,0.55,0.35,0.22,0.16,1583,0.29,0.13,300,1,39,86.875
0.05,0.15,0.25,0.54,0.36,0.23,0.17,1543,0.3,0.13,300,1,39,89.125
0.05,0.16,0.26,0.55,0.36,0.23,0.17,1551,0.29,0.13,300,1,38,88.0
0.06,0.17,0.26,0.54,0.35,0.22,0.16,1567,0.29,0.13,300,1,38,86.625
0.05,0.16,0.27,0.54,0.35,0.22,0.16,1579,0.29,0.13,300,1,38,85.8125
0.05,0.15,0.25,0.54,0.35,0.22,0.15,1558,0.29,0.13,300,1,38,85.6875
0.04,0.14,0.25,0.54,0.35,0.22,0.15,1564,0.28,0.12,300,1,36,84.6875
0.05,0.14,0.26,0.55,0.35,0.22,0.15,1552,0.28,0.13,300,1,38,85.375
0.05,0.17,0.27,0.52,0.35,0.23,0.15,1524,0.28,0.11,300,1,34,85.0625
0.06,0.15,0.25,0.54,0.35,0.22,0.15,1525,0.28,0.13,300,1,39,85.4375
0.06,0.16,0.26,0.53,0.34,0.23,0.16,1518,0.29,0.12,300,1,35,85.625
0.06,0.16,0.26,0.53,0.35,0.23,0.16,1490,0.29,0.12,300,1,37,86.9375
0.05,0.15,0.25,0.52,0.34,0.22,0.15,1555,0.28,0.11,300,1,34,83.75
0.05,0.15,0.25,0.52,0.34,0.2,0.14,1593,0.27,0.11,300,1,33,81.5625
0.06,0.17,0.28,0.5,0.32,0.2,0.13,1623,0.26,0.1,300,1,30,78.0625
0.06,0.17,0.28,0.5,0.33,0.2,0.14,1592,0.26,0.11,300,1,32,79.0625
0.06,0.16,0.27,0.51,0.31,0.2,0.14,1540,0.26,0.11,300,1,32,79.4375
0.06,0.18,0.29,0.5,0.3,0.19,0.14,1574,0.25,0.1,300,1,30,76.4375
0.07,0.18,0.3,0.47,0.28,0.18,0.13,1645,0.24,0.09,300,1,26,72.0625
0.08,0.21,0.33,0.44,0.27,0.17,0.12,1716,0.23,0.07,300,1,22,69.1875
0.08,0.21,0.34,0.44,0.28,0.18,0.12,1742,0.23,0.07,300,1,22,70.25
0.08,0.2,0.32,0.45,0.27,0.18,0.12,1695,0.23,0.08,300,1,24,70.4375
0.09,0.2,0.31,0.46,0.28,0.18,0.12,1683,0.24,0.09,300,1,26,71.6875
0.07,0.2,0.32,0.46,0.27,0.18,0.13,1695,0.24,0.08,300,1,25,72.0625
0.17,0.44,0.62,0.18,0.08,0.03,0.01,1152,0.07,0.02,300,1,6,22.28125
0.08,0.21,0.32,0.45,0.28,0.19,0.15,1655,0.25,0.08,300,1,24,74.1875
0.09,0.22,0.33,0.44,0.28,0.18,0.14,1711,0.24,0.08,300,1,23,72.5
0.09,0.21,0.34,0.43,0.28,0.19,0.14,1708,0.24,0.07,300,1,22,73.4375
0.08,0.2,0.31,0.46,0.31,0.19,0.15,1679,0.26,0.09,300,1,26,76.6875
0.09,0.22,0.34,0.46,0.29,0.19,0.15,1786,0.25,0.08,300,1,24,75.8125
0.09,0.21,0.32,0.46,0.3,0.19,0.15,1852,0.25,0.09,300,1,26,76.1875
0.07,0.2,0.32,0.45,0.29,0.2,0.15,1863,0.26,0.08,300,1,23,76.6875
0.08,0.2,0.31,0.46,0.3,0.2,0.16,1839,0.26,0.09,300,1,26,78.25
0.08,0.23,0.36,0.43,0.28,0.18,0.14,2008,0.24,0.07,300,1,21,72.4375
0.09,0.24,0.37,0.41,0.26,0.17,0.13,2159,0.23,0.06,300,1,19,67.625
0.07,0.18,0.3,0.44,0.27,0.17,0.14,2086,0.24,0.08,300,1,24,71.8125
0.08,0.2,0.31,0.45,0.27,0.17,0.13,2186,0.23,0.08,300,1,24,70.125
0.08,0.2,0.32,0.47,0.3,0.18,0.13,2114,0.24,0.09,300,1,27,73.0
0.08,0.2,0.31,0.47,0.28,0.18,0.12,2208,0.24,0.08,300,1,25,71.3125
0.07,0.18,0.3,0.48,0.28,0.16,0.12,2220,0.24,0.09,300,1,28,70.5625
0.08,0.18,0.29,0.49,0.28,0.16,0.11,2180,0.23,0.1,300,1,29,69.5
0.08,0.18,0.29,0.49,0.3,0.16,0.11,2126,0.24,0.1,300,1,30,71.1875
0.06,0.17,0.27,0.51,0.31,0.17,0.11,2048,0.24,0.11,300,1,32,73.25
0.05,0.15,0.26,0.52,0.32,0.18,0.12,1982,0.25,0.11,300,1,34,75.4375
0.06,0.16,0.25,0.54,0.33,0.19,0.13,1920,0.26,0.12,300,1,36,78.9375
0.05,0.14,0.22,0.55,0.33,0.18,0.13,1905,0.27,0.13,300,1,38,80.0625
0.05,0.13,0.21,0.57,0.34,0.19,0.13,1848,0.27,0.14,300,1,42,81.5625
0.05,0.14,0.23,0.56,0.33,0.19,0.13,1880,0.27,0.13,300,1,39,79.8125
0.06,0.14,0.24,0.55,0.33,0.18,0.12,1921,0.26,0.12,300,1,36,77.0
0.06,0.16,0.27,0.54,0.3,0.17,0.11,2067,0.25,0.12,300,1,36,73.8125
0.07,0.19,0.3,0.49,0.29,0.16,0.11,2204,0.23,0.1,300,1,30,69.6875
0.07,0.22,0.34,0.42,0.24,0.14,0.09,2627,0.2,0.07,300,1,21,60.34375
0.07,0.2,0.3,0.49,0.29,0.15,0.1,2353,0.23,0.1,300,1,29,67.5625
0.09,0.22,0.35,0.42,0.24,0.13,0.09,2788,0.2,0.07,300,1,20,58.96875
0.1,0.24,0.37,0.4,0.24,0.14,0.09,2905,0.2,0.06,300,1,18,59.875
0.08,0.23,0.36,0.43,0.24,0.13,0.09,3040,0.2,0.07,300,1,21,59.5625
0.06,0.17,0.28,0.51,0.3,0.17,0.11,2599,0.24,0.11,300,1,32,71.8125
0.08,0.19,0.31,0.49,0.3,0.16,0.1,2712,0.23,0.1,300,1,29,70.0
0.07,0.18,0.29,0.49,0.28,0.16,0.11,2791,0.23,0.1,300,1,29,68.5625
0.07,0.18,0.29,0.48,0.28,0.16,0.11,2783,0.23,0.09,300,1,28,68.5625
0.06,0.17,0.27,0.5,0.29,0.17,0.11,2667,0.24,0.1,300,1,30,70.9375
0.07,0.18,0.28,0.52,0.3,0.18,0.12,2547,0.25,0.11,300,1,33,74.4375
0.06,0.19,0.29,0.47,0.28,0.16,0.11,2770,0.23,0.09,300,1,27,68.8125
0.07,0.19,0.3,0.45,0.26,0.15,0.1,2837,0.22,0.08,300,1,25,65.875
0.15,0.39,0.6,0.12,0.05,0.03,0.02,1711,0.07,0.02,300,1,7,20.21875
0.08,0.2,0.31,0.44,0.26,0.14,0.09,2622,0.21,0.08,300,1,25,62.78125
0.06,0.17,0.32,0.43,0.25,0.14,0.1,2948,0.21,0.07,300,1,22,63.53125
0.07,0.18,0.3,0.45,0.25,0.14,0.1,2885,0.21,0.08,300,1,25,64.375
0.07,0.2,0.32,0.46,0.26,0.15,0.1,2882,0.22,0.08,300,1,25,64.9375
0.07,0.18,0.29,0.41,0.25,0.15,0.1,2974,0.21,0.07,300,1,22,63.125
0.07,0.19,0.34,0.37,0.23,0.13,0.09,3275,0.19,0.06,300,1,18,58.0625
0.07,0.19,0.3,0.46,0.25,0.15,0.1,2910,0.22,0.09,300,1,26,65.0
0.06,0.17,0.27,0.45,0.25,0.15,0.1,2899,0.22,0.08,300,1,25,65.5
0.06,0.16,0.28,0.47,0.26,0.15,0.11,2811,0.23,0.09,300,1,28,67.75
0.06,0.16,0.27,0.47,0.26,0.16,0.11,2771,0.22,0.09,300,1,28,67.375
0.06,0.16,0.27,0.46,0.25,0.16,0.11,2753,0.22,0.09,300,1,26,66.875
0.05,0.15,0.27,0.43,0.25,0.16,0.11,2720,0.22,0.08,300,1,23,66.3125
0.06,0.16,0.26,0.46,0.26,0.17,0.12,2596,0.23,0.09,300,1,27,69.75
0.06,0.15,0.26,0.49,0.28,0.17,0.13,2509,0.24,0.1,300,1,29,72.8125
0.05,0.15,0.24,0.53,0.3,0.19,0.13,2405,0.26,0.11,300,1,34,77.375
0.06,0.15,0.25,0.52,0.31,0.18,0.12,2469,0.25,0.11,300,1,32,75.375
0.05,0.16,0.26,0.51,0.32,0.19,0.13,2457,0.26,0.1,300,1,31,77.0
0.06,0.17,0.28,0.48,0.3,0.19,0.12,2600,0.25,0.09,300,1,26,73.6875
