<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.41,0.59,0.02,0.01,0.0,0.0,1197,0.02,0.0,1500,1,6,24.5625
0.04,0.14,0.24,0.25,0.13,0.05,0.03,1429,0.11,0.03,1500,1,39,161.125
0.04,0.14,0.25,0.25,0.13,0.06,0.03,1419,0.11,0.03,1500,1,39,162.125
0.04,0.14,0.25,0.24,0.13,0.06,0.03,1431,0.11,0.03,1500,1,38,160.125
0.04,0.14,0.24,0.24,0.12,0.05,0.03,1465,0.11,0.03,1500,1,40,158.125
0.04,0.15,0.26,0.23,0.11,0.05,0.03,1496,0.1,0.03,1500,1,38,150.125
0.05,0.15,0.25,0.23,0.11,0.05,0.03,1459,0.1,0.02,1500,1,37,144.875
0.05,0.15,0.26,0.24,0.11,0.04,0.02,1493,0.1,0.03,1500,1,39,142.625
0.06,0.17,0.27,0.22,0.11,0.05,0.03,1440,0.1,0.02,1500,1,36,145.125
0.04,0.15,0.26,0.23,0.11,0.05,0.03,1450,0.1,0.02,1500,1,36,151.5
0.06,0.14,0.22,0.25,0.12,0.06,0.04,1405,0.11,0.03,1500,1,40,162.25
0.05,0.14,0.26,0.25,0.12,0.06,0.03,1443,0.11,0.03,1500,1,39,160.125
0.05,0.15,0.26,0.26,0.13,0.05,0.03,1446,0.11,0.03,1500,1,40,160.375
0.06,0.16,0.27,0.25,0.12,0.05,0.03,1478,0.1,0.02,1500,1,37,155.625
0.05,0.15,0.24,0.24,0.12,0.05,0.03,1484,0.1,0.02,1500,1,37,153.5
0.05,0.14,0.25,0.24,0.12,0.05,0.03,1512,0.1,0.02,1500,1,37,150.5
0.05,0.15,0.26,0.23,0.12,0.05,0.03,1551,0.1,0.03,1500,1,41,148.375
0.05,0.14,0.24,0.24,0.12,0.05,0.03,1512,0.1,0.03,1500,1,42,151.75
0.05,0.16,0.26,0.23,0.12,0.05,0.03,1524,0.1,0.03,1500,1,40,148.125
0.05,0.17,0.25,0.23,0.11,0.04,0.03,1549,0.1,0.03,1500,1,40,145.875
0.05,0.16,0.26,0.22,0.11,0.04,0.03,1538,0.1,0.03,1500,1,39,143.75
0.05,0.15,0.25,0.22,0.11,0.04,0.03,1519,0.1,0.03,1500,1,38,145.75
0.04,0.14,0.24,0.22,0.11,0.05,0.03,1525,0.09,0.02,1500,1,37,142.5
0.05,0.14,0.25,0.22,0.11,0.04,0.03,1512,0.1,0.03,1500,1,38,142.875
0.05,0.17,0.27,0.23,0.11,0.05,0.03,1535,0.1,0.02,1500,1,33,146.5
0.05,0.15,0.25,0.22,0.11,0.05,0.03,1531,0.1,0.03,1500,1,38,146.5
0.06,0.16,0.26,0.23,0.1,0.05,0.03,1521,0.09,0.02,1500,1,34,139.75
0.06,0.16,0.26,0.23,0.1,0.04,0.03,1490,0.09,0.02,1500,1,37,141.625
0.05,0.15,0.25,0.23,0.1,0.04,0.03,1563,0.09,0.02,1500,1,34,138.25
0.05,0.15,0.26,0.21,0.09,0.04,0.03,1584,0.09,0.02,1500,1,33,132.625
0.06,0.17,0.29,0.21,0.09,0.04,0.02,1616,0.09,0.02,1500,1,31,128.5
0.06,0.17,0.28,0.21,0.09,0.04,0.03,1609,0.09,0.02,1500,1,32,131.0
0.06,0.15,0.26,0.21,0.1,0.05,0.03,1550,0.09,0.02,1500,1,32,139.75
0.06,0.18,0.29,0.19,0.1,0.05,0.03,1590,0.09,0.02,1500,1,30,133.875
0.07,0.18,0.29,0.18,0.09,0.05,0.03,1656,0.08,0.02,1500,1,26,126.875
0.08,0.21,0.33,0.17,0.08,0.05,0.03,1722,0.08,0.02,1500,1,23,125.3125
0.08,0.21,0.33,0.17,0.08,0.04,0.03,1703,0.08,0.02,1500,1,23,123.0
0.07,0.2,0.31,0.17,0.09,0.04,0.03,1682,0.08,0.02,1500,1,25,124.3125
0.08,0.2,0.31,0.17,0.09,0.04,0.03,1671,0.08,0.02,1500,1,26,126.0
0.07,0.2,0.31,0.17,0.09,0.05,0.03,1686,0.09,0.02,1500,1,26,127.9375
0.18,0.46,0.65,0.03,0.0,0.0,0.0,1128,0.02,0.0,1500,1,5,24.71875
0.08,0.21,0.32,0.19,0.11,0.05,0.03,1636,0.09,0.02,1500,1,24,137.25
0.08,0.22,0.33,0.18,0.11,0.05,0.03,1680,0.09,0.02,1500,1,23,135.0
0.09,0.21,0.34,0.19,0.1,0.05,0.03,1686,0.09,0.01,1500,1,21,133.25
0.07,0.19,0.29,0.19,0.11,0.05,0.03,1656,0.09,0.02,1500,1,29,140.0
0.09,0.21,0.32,0.2,0.1,0.05,0.03,1762,0.09,0.02,1500,1,26,133.625
0.09,0.2,0.3,0.21,0.1,0.04,0.03,1808,0.09,0.02,1500,1,28,132.625
0.07,0.2,0.31,0.21,0.1,0.04,0.02,1880,0.09,0.02,1500,1,25,129.875
0.08,0.2,0.31,0.2,0.11,0.04,0.03,1871,0.09,0.02,1500,1,25,131.75
0.08,0.23,0.37,0.19,0.1,0.04,0.02,2025,0.08,0.01,1500,1,21,124.5
0.09,0.24,0.38,0.17,0.09,0.04,0.02,2213,0.08,0.01,1500,1,18,115.9375
0.07,0.18,0.31,0.17,0.09,0.04,0.02,2115,0.08,0.02,1500,1,23,122.125
0.08,0.2,0.31,0.17,0.09,0.04,0.02,2162,0.08,0.02,1500,1,24,117.5625
0.07,0.19,0.32,0.17,0.09,0.04,0.02,2079,0.08,0.02,1500,1,27,121.0
0.08,0.2,0.31,0.17,0.08,0.04,0.02,2157,0.08,0.02,1500,1,26,115.25
0.07,0.17,0.29,0.16,0.08,0.03,0.02,2128,0.08,0.02,1500,1,28,112.75
0.08,0.19,0.3,0.16,0.07,0.03,0.02,2181,0.07,0.02,1500,1,28,107.5
0.07,0.18,0.29,0.16,0.07,0.03,0.02,2141,0.07,0.02,1500,1,29,108.1875
0.06,0.17,0.28,0.17,0.07,0.03,0.02,2088,0.07,0.02,1500,1,30,109.9375
0.05,0.16,0.27,0.17,0.07,0.03,0.02,2029,0.08,0.02,1500,1,33,112.9375
0.06,0.16,0.25,0.19,0.08,0.03,0.02,1965,0.08,0.02,1500,1,36,117.375
0.05,0.14,0.22,0.19,0.07,0.03,0.02,1947,0.08,0.03,1500,1,39,117.8125
0.05,0.13,0.21,0.19,0.07,0.03,0.02,1892,0.08,0.03,1500,1,42,120.375
0.05,0.14,0.23,0.19,0.07,0.03,0.02,1925,0.08,0.03,1500,1,39,118.4375
0.06,0.15,0.23,0.19,0.07,0.03,0.02,1933,0.08,0.02,1500,1,37,120.3125
0.06,0.16,0.26,0.17,0.07,0.03,0.02,2058,0.08,0.02,1500,1,36,112.625
0.07,0.19,0.3,0.16,0.07,0.03,0.02,2193,0.07,0.02,1500,1,29,107.25
0.07,0.22,0.33,0.13,0.05,0.03,0.02,2618,0.06,0.01,1500,1,21,91.0
0.07,0.2,0.3,0.15,0.06,0.03,0.02,2338,0.07,0.02,1500,1,29,101.5625
0.09,0.22,0.35,0.14,0.05,0.02,0.01,2781,0.06,0.01,1500,1,21,86.625
0.1,0.24,0.37,0.14,0.05,0.02,0.01,2868,0.06,0.01,1500,1,19,85.6875
0.08,0.23,0.35,0.13,0.05,0.02,0.01,3009,0.06,0.01,1500,1,21,84.0
0.06,0.17,0.28,0.16,0.06,0.02,0.01,2632,0.06,0.02,1500,1,32,96.625
0.08,0.19,0.31,0.16,0.06,0.02,0.01,2707,0.06,0.02,1500,1,29,94.625
0.07,0.17,0.28,0.15,0.06,0.01,0.01,2756,0.06,0.02,1500,1,29,92.0625
0.07,0.18,0.29,0.16,0.05,0.02,0.01,2789,0.06,0.02,1500,1,28,92.25
0.06,0.18,0.28,0.16,0.06,0.02,0.01,2690,0.06,0.02,1500,1,30,94.4375
0.07,0.18,0.28,0.17,0.06,0.02,0.01,2557,0.07,0.02,1500,1,32,100.3125
0.07,0.19,0.29,0.15,0.06,0.02,0.01,2777,0.06,0.02,1500,1,27,93.5
0.07,0.19,0.3,0.15,0.06,0.02,0.01,2837,0.06,0.02,1500,1,25,91.25
0.15,0.38,0.59,0.01,0.0,0.0,0.0,1773,0.01,0.0,1500,1,7,18.453125
0.07,0.2,0.31,0.15,0.04,0.01,0.01,2688,0.05,0.02,1500,1,24,82.4375
0.07,0.18,0.32,0.15,0.05,0.02,0.01,3008,0.06,0.01,1500,1,21,88.25
0.07,0.19,0.3,0.14,0.06,0.02,0.01,2932,0.06,0.02,1500,1,24,90.0
0.07,0.2,0.31,0.14,0.06,0.02,0.01,2879,0.06,0.02,1500,1,25,91.5625
0.07,0.17,0.28,0.14,0.06,0.02,0.01,2971,0.06,0.01,1500,1,22,89.5
0.07,0.19,0.34,0.13,0.05,0.02,0.01,3256,0.06,0.01,1500,1,18,82.875
0.07,0.19,0.3,0.15,0.06,0.03,0.01,2882,0.06,0.02,1500,1,25,94.0
0.06,0.17,0.27,0.15,0.06,0.02,0.01,2879,0.06,0.02,1500,1,24,93.9375
