<2,<5,<10,>10%,>25%,>50%,>75%,total_voxels,avg_filled,med_filled,max,min,median,mean
0.18,0.41,0.6,0.14,0.04,0.01,0.0,1232,0.05,0.02,400,1,7,21.03125
0.04,0.14,0.25,0.48,0.31,0.2,0.14,1459,0.26,0.09,400,1,37,104.3125
0.04,0.14,0.25,0.48,0.31,0.2,0.14,1453,0.26,0.09,400,1,37,103.6875
0.04,0.14,0.26,0.47,0.31,0.19,0.14,1466,0.25,0.09,400,1,35,101.4375
0.04,0.14,0.25,0.49,0.31,0.19,0.14,1414,0.26,0.1,400,1,39,103.0625
0.04,0.15,0.26,0.48,0.31,0.19,0.13,1445,0.25,0.09,400,1,36,99.8125
0.05,0.15,0.25,0.48,0.31,0.18,0.13,1445,0.25,0.09,400,1,37,99.1875
0.05,0.15,0.26,0.49,0.31,0.18,0.13,1422,0.25,0.1,400,1,39,100.5
0.06,0.16,0.25,0.48,0.31,0.18,0.13,1422,0.25,0.09,400,1,38,99.25
0.04,0.14,0.24,0.49,0.31,0.18,0.13,1429,0.25,0.1,400,1,39,100.125
0.05,0.13,0.21,0.51,0.32,0.2,0.15,1386,0.27,0.11,400,1,43,106.6875
0.04,0.14,0.24,0.51,0.32,0.21,0.15,1422,0.27,0.1,400,1,42,106.9375
0.05,0.15,0.25,0.51,0.34,0.21,0.15,1442,0.27,0.11,400,1,44,109.0625
0.05,0.15,0.26,0.5,0.33,0.21,0.14,1471,0.27,0.1,400,1,40,106.3125
0.04,0.14,0.23,0.5,0.33,0.2,0.14,1477,0.26,0.1,400,1,41,105.75
0.05,0.13,0.24,0.5,0.32,0.19,0.14,1499,0.26,0.1,400,1,41,104.0625
0.05,0.15,0.26,0.5,0.29,0.18,0.14,1522,0.25,0.1,400,1,40,100.5625
0.05,0.14,0.25,0.5,0.31,0.19,0.14,1488,0.26,0.1,400,1,40,102.75
0.05,0.16,0.26,0.5,0.31,0.18,0.14,1518,0.25,0.1,400,1,40,101.375
0.06,0.17,0.26,0.5,0.31,0.17,0.13,1533,0.25,0.1,400,1,40,99.375
0.05,0.16,0.27,0.48,0.3,0.17,0.13,1564,0.24,0.09,400,1,38,97.4375
